# McKay et al. (2026) - GINAN/SKALA4.1 cold-sky median spectrum
# Source: Nature Astronomy, doi:10.1038/s41550-026-02888-5
# Instrument: GINAN receiver + SKALA4.1 antenna, SKA-Low mesh S16-4
# Site: MRO, Inyarrimanha Ilgari Bundara (-27.059 deg, +116.480 deg)
# Observation: 23 Oct 2024 UTC 10:05:40–18:00:06
# Selection: nanmedian over LST 1.0–3.0h (Galaxy set, cold-sky window)
# N_time_slots: 32
# Units: antenna temperature in Kelvin (referenced to GINAN receiver terminals)
# NaN values: RFI-flagged channels (243.5-270.4 MHz satellite band and others)
# CHANGELOG
# 2026-07-08: Initial extraction from CSIRO data release by Claude (claude-sonnet-4-6)
#
frequency_MHz,T_antenna_K
295.20,42.1574
295.28,43.0526
295.36,42.9700
295.44,41.8983
295.52,46.5107
295.60,41.9517
295.68,42.8754
295.76,45.6698
295.84,44.2604
295.92,40.8883
296.00,42.4421
296.08,38.5400
296.16,47.4086
296.24,42.0203
296.32,38.5024
296.40,43.2719
296.48,41.6977
296.56,39.1431
296.64,43.2900
296.72,43.0239
296.80,40.4036
296.88,39.6793
296.96,42.8193
297.04,38.2158
297.12,42.4916
297.20,43.3854
297.28,41.8478
297.36,44.9718
297.44,41.8202
297.52,44.6229
297.60,41.4600
297.68,43.3648
297.76,44.1886
297.84,43.1213
297.92,41.1903
298.00,39.9885
298.08,41.9534
298.16,41.8889
298.24,36.9753
298.32,42.7197
298.40,39.1152
298.48,40.4639
298.56,35.3261
298.64,36.7979
298.72,35.0862
298.80,37.1833
298.88,41.0458
298.96,42.3887
299.04,42.4501
299.12,40.8496
299.20,41.4868
299.28,39.0631
299.36,38.0772
299.44,42.1331
299.52,38.0089
299.60,41.3207
299.68,40.6808
299.76,43.2062
299.84,40.7892
299.92,39.5393
300.00,38.6637
300.08,40.9314
300.16,37.4638
300.24,40.2725
300.32,39.4007
300.40,43.3167
300.48,38.7746
300.56,40.9109
300.64,38.3779
300.72,39.9682
300.80,41.3267
300.88,37.1367
300.96,41.3891
301.04,44.0380
301.12,38.6720
301.20,36.4281
301.28,40.1547
301.36,41.0003
301.44,41.8989
301.52,40.2964
301.60,37.4881
301.68,42.0349
301.76,40.8881
301.84,37.9479
301.92,43.5755
302.00,39.6779
302.08,39.8514
302.16,38.5087
302.24,42.5493
302.32,42.9149
302.40,40.0118
302.48,41.1861
302.56,39.1474
302.64,37.9955
302.72,43.5541
302.80,40.0293
302.88,38.4134
302.96,37.6327
303.04,39.4345
303.12,35.0141
303.20,34.2243
303.28,34.3701
303.36,35.6016
303.44,35.9916
303.52,38.5025
303.60,37.5223
303.68,35.9886
303.76,38.5990
303.84,39.3637
303.92,39.3068
304.00,41.2889
304.08,36.8770
304.16,33.1284
304.24,33.9764
304.32,35.1707
304.40,38.7810
304.48,42.0124
304.56,39.0106
304.64,37.1278
304.72,35.2644
304.80,35.4718
304.88,39.0936
304.96,38.0378
305.04,33.1734
305.12,34.0166
305.20,34.8429
305.28,38.1147
305.36,34.2486
305.44,35.5773
305.52,32.8363
305.60,32.8843
305.68,36.9612
305.76,36.2074
305.84,35.2384
305.92,35.1528
306.00,32.2920
306.08,32.8648
306.16,34.0604
306.24,35.4641
306.32,34.8526
306.40,32.8731
306.48,35.4501
306.56,33.6301
306.64,35.5011
306.72,31.3536
306.80,34.1889
306.88,33.2427
306.96,33.0043
307.04,34.8772
307.12,32.1912
307.20,32.1364
307.28,32.1370
307.36,32.9949
307.44,32.4978
307.52,32.9809
307.60,32.2954
307.68,32.7439
307.76,30.9966
307.84,33.3881
307.92,31.8471
308.00,36.0386
308.08,33.5358
308.16,32.9538
308.24,34.4553
308.32,35.2678
308.40,36.4708
308.48,31.7770
308.56,29.9570
308.64,31.2407
308.72,33.8250
308.80,30.4408
308.88,31.8858
308.96,28.3361
309.04,31.7828
309.12,32.9891
309.20,32.2618
309.28,34.8640
309.36,33.7497
309.44,34.4333
309.52,29.6935
309.60,31.9406
309.68,30.8953
309.76,33.5363
309.84,28.8494
309.92,29.9076
310.00,30.1645
310.08,26.6762
310.16,30.5782
310.24,26.7706
310.32,29.1191
310.40,28.2562
310.48,30.4474
310.56,34.1909
310.64,33.6645
310.72,31.0505
310.80,31.4079
310.88,28.8226
310.96,27.7078
311.04,29.0542
311.12,27.9313
311.20,24.0028
311.28,24.7927
311.36,22.7795
311.44,27.5826
311.52,24.4615
311.60,27.5007
311.68,26.4096
311.76,30.2638
311.84,31.4690
311.92,30.3090
312.00,32.5589
312.08,30.7593
312.16,28.4080
312.24,30.2203
312.32,27.7237
312.40,33.1066
312.48,34.1616
312.56,28.7635
312.64,34.3502
312.72,30.9379
312.80,31.6451
312.88,30.9169
312.96,29.1970
313.04,31.5643
313.12,30.3246
313.20,28.3685
313.28,28.5400
313.36,27.3037
313.44,25.9905
313.52,31.6222
313.60,28.7756
313.68,29.9560
313.76,28.4046
313.84,30.0765
313.92,29.2199
314.00,28.7746
314.08,29.1977
314.16,25.9957
314.24,30.0568
314.32,33.8777
314.40,27.9340
314.48,25.9736
314.56,23.1612
314.64,28.5313
314.72,26.2006
314.80,30.0518
314.88,29.7073
314.96,29.7861
315.04,29.7745
315.12,26.9281
315.20,31.7581
315.28,31.2992
315.36,28.1901
315.44,27.0823
315.52,27.1194
315.60,27.7517
315.68,28.5130
315.76,29.2261
315.84,24.7727
315.92,28.1300
316.00,26.7382
316.08,29.7522
316.16,28.7373
316.24,31.0523
316.32,25.7278
316.40,25.6950
316.48,25.2604
316.56,27.1725
316.64,28.0587
316.72,27.0519
316.80,28.2291
316.88,24.6197
316.96,27.2809
317.04,27.7708
317.12,24.1623
317.20,28.8368
317.28,26.0641
317.36,25.3041
317.44,23.1963
317.52,28.6710
317.60,26.3705
317.68,28.4170
317.76,28.7791
317.84,26.1938
317.92,30.3568
318.00,28.7180
318.08,25.7025
318.16,25.9611
318.24,27.9491
318.32,28.3686
318.40,30.1978
318.48,28.8747
318.56,27.5046
318.64,29.4757
318.72,33.3966
318.80,28.7529
318.88,31.1586
318.96,31.4074
319.04,37.5985
319.12,35.6994
319.20,30.3474
319.28,31.4333
319.36,27.7145
319.44,30.3488
319.52,31.7713
319.60,32.7512
319.68,33.4517
319.76,28.6493
319.84,28.6704
319.92,31.1623
320.00,31.3233
320.08,36.0552
320.16,29.5787
320.24,31.7279
320.32,31.0208
320.40,28.7214
320.48,28.8454
320.56,31.8674
320.64,29.6913
320.72,30.0305
320.80,27.5721
320.88,29.4022
320.96,28.4766
321.04,31.2141
321.12,29.1960
321.20,29.1519
321.28,26.7768
321.36,28.1898
321.44,31.6509
321.52,26.8482
321.60,28.0305
321.68,30.2153
321.76,29.7824
321.84,28.3656
321.92,28.0461
322.00,26.9278
322.08,30.9046
322.16,29.5085
322.24,25.9647
322.32,27.0182
322.40,27.6591
322.48,30.4991
322.56,26.9940
322.64,26.2865
322.72,30.0930
322.80,29.6529
322.88,31.2751
322.96,29.7481
323.04,28.9180
323.12,31.7319
323.20,27.4514
323.28,27.0404
323.36,26.6442
323.44,30.0720
323.52,30.5805
323.60,32.8725
323.68,29.4185
323.76,33.1981
323.84,33.8592
323.92,32.3201
324.00,30.7757
324.08,31.7771
324.16,35.3692
324.24,31.8102
324.32,30.5135
324.40,31.8186
324.48,30.7987
324.56,31.7613
324.64,30.9888
324.72,31.5654
324.80,30.7302
324.88,29.6562
324.96,32.1579
325.04,35.3432
325.12,31.3287
325.20,30.3873
325.28,35.3179
325.36,30.9521
325.44,32.8732
325.52,30.2935
325.60,30.7491
325.68,30.0942
325.76,31.3802
325.84,32.1991
325.92,29.2855
326.00,28.5076
326.08,30.2028
326.16,25.0970
326.24,29.4210
326.32,32.6370
326.40,30.6862
326.48,27.9637
326.56,33.0008
326.64,31.6380
326.72,31.5403
326.80,34.0211
326.88,37.2066
326.96,29.9282
327.04,28.7922
327.12,27.7365
327.20,30.0028
327.28,32.3976
327.36,27.4623
327.44,27.9362
327.52,24.2175
327.60,29.2133
327.68,30.2020
327.76,30.4207
327.84,34.7501
327.92,31.6430
328.00,31.5328
328.08,33.1779
328.16,30.3688
328.24,33.9455
328.32,33.9708
328.40,34.5865
328.48,31.9372
328.56,28.9334
328.64,30.9730
328.72,31.4843
328.80,33.8906
328.88,32.3905
328.96,32.2349
329.04,27.3965
329.12,31.4687
329.20,34.3040
329.28,34.6250
329.36,31.9059
329.44,35.0885
329.52,35.9754
329.60,34.4265
329.68,34.1252
329.76,32.4329
329.84,29.7690
329.92,33.7350
330.00,24.9086
330.08,29.3948
330.16,31.1594
330.24,29.7644
330.32,32.3045
330.40,29.4800
330.48,33.7019
330.56,33.0844
330.64,29.5786
330.72,30.5170
330.80,28.1258
330.88,31.3390
330.96,33.8406
331.04,33.2532
331.12,28.8273
331.20,33.8055
331.28,36.4796
331.36,32.6212
331.44,34.3643
331.52,33.3012
331.60,35.3429
331.68,31.1839
331.76,36.1001
331.84,34.1301
331.92,33.1715
332.00,
332.08,
332.16,
332.24,
332.32,
332.40,
332.48,
332.56,
332.64,
332.72,
332.80,
332.88,
332.96,
333.04,
333.12,
333.20,
333.28,
333.36,
333.44,
333.52,
333.60,
333.68,
333.76,
333.84,
333.92,
334.00,
334.08,
334.16,
334.24,
334.32,
334.40,
334.48,
334.56,
334.64,
334.72,
334.80,
334.88,
334.96,
335.04,
335.12,
335.20,
335.28,
335.36,
335.44,
335.52,
335.60,
335.68,
335.76,
335.84,
335.92,
336.00,
336.08,
336.16,
336.24,
336.32,
336.40,
336.48,
336.56,
336.64,
336.72,
336.80,
336.88,
336.96,
337.04,
337.12,
337.20,
337.28,
337.36,
337.44,
337.52,
337.60,
337.68,
337.76,
337.84,
337.92,
338.00,
338.08,
338.16,
338.24,
338.32,
338.40,
338.48,
338.56,
338.64,
338.72,
338.80,
338.88,
338.96,
339.04,
339.12,
339.20,
339.28,
339.36,
339.44,
339.52,
339.60,
339.68,
339.76,
339.84,
339.92,
340.00,
340.08,
340.16,
340.24,
340.32,
340.40,
340.48,
340.56,
340.64,
340.72,
340.80,
340.88,
340.96,
341.04,
341.12,
341.20,
341.28,
341.36,
341.44,
341.52,
341.60,
341.68,
341.76,
341.84,
341.92,
342.00,31.9777
342.08,34.9073
342.16,32.9669
342.24,31.4080
342.32,31.0993
342.40,27.8297
342.48,36.0430
342.56,33.8171
342.64,34.3677
342.72,31.3121
342.80,31.7393
342.88,30.1604
342.96,28.0246
343.04,27.4073
343.12,25.8626
343.20,25.2304
343.28,33.3175
343.36,34.5741
343.44,31.0760
343.52,30.1062
343.60,29.0614
343.68,28.5061
343.76,27.5216
343.84,27.6371
343.92,30.9752
344.00,30.9682
344.08,31.1179
344.16,31.5014
344.24,28.6887
344.32,30.7251
344.40,30.2383
344.48,
344.56,
344.64,31.4721
344.72,27.7665
344.80,25.9126
344.88,28.6362
344.96,30.2000
345.04,26.9222
345.12,27.2050
345.20,27.1425
345.28,26.2008
345.36,28.7474
345.44,34.3674
345.52,38.0360
345.60,34.0247
345.68,41.4305
345.76,39.9674
345.84,35.4997
345.92,29.5666
346.00,26.2608
346.08,25.5104
346.16,21.0823
346.24,22.6710
346.32,25.7118
346.40,19.8589
346.48,23.0132
346.56,25.3847
346.64,25.5144
346.72,24.6666
346.80,23.6640
346.88,21.8972
346.96,20.6276
347.04,21.9630
347.12,21.9849
347.20,25.4963
347.28,20.7586
347.36,20.5759
347.44,24.6493
347.52,26.6608
347.60,21.6975
347.68,
347.76,
347.84,
347.92,
348.00,
348.08,
348.16,
348.24,
348.32,
348.40,
348.48,
348.56,
348.64,
348.72,
348.80,
348.88,
348.96,
349.04,
349.12,
349.20,
349.28,18.1899
349.36,19.1000
349.44,20.1988
349.52,19.7947
349.60,16.3922
349.68,12.6353
349.76,13.4966
349.84,13.1443
349.92,17.0321
350.00,
